user_id,email,signup_date,company_size,subscription_tier,country
U00967,user967@example.com,2026-03-26,,Free,USA
U00968,user968@example.com,2025-01-13,Startup,,India
U00969,user969@example.com,2025-04-13,,Pro,Germany
U00970,user970@example.com,2025-12-16,,Free,Germany
U00971,user971@example.com,2025-04-15,Startup,Enterprise,U.S.A
U00972,user972@example.com,2025-02-22,SMALL,,Canada
U00973,user973@example.com,2026-01-16,Enterprise,Pro,Germany
U00974,user974@example.com,2025-12-21,Enterprise,free,india 
U00975,user975@example.com,2026-05-05,SMALL,Enterprise,India
U00976,user976@example.com,2025-01-07,Small,PRO,U.S.A
U00977,user977@example.com,2026-03-01,SMALL,,Australia
U00978,user978@example.com,2026-01-22,SMALL,PRO,Canada
U00979,user979@example.com,2026-02-02,Small,Enterprise,U.S.A
U00980,user980@example.com,2025-04-01,Startup,Pro,UK
U00981,user981@example.com,2026-01-12,Enterprise,Free,india 
U00982,user982@example.com,2025-05-23,Small,Pro,Germany
U00983,user983@example.com,2025-01-03,SMALL,Pro,India
U00984,user984@example.com,2025-03-20, startup,Free,Germany
U00985,user985@example.com,2025-09-09, startup,Enterprise,USA
U00986,user986@example.com,2026-02-06, startup,Pro,UK
U00987,user987@example.com,2025-09-24, startup,Pro,india 
U00988,user988@example.com,2025-10-06,Startup,Enterprise,Canada
U00989,user989@example.com,2026-03-29,Medium,Enterprise,Australia
U00990,user990@example.com,2025-05-31,,PRO,U.S.A
U00991,user991@example.com,2025-10-15,SMALL,Free,USA
U00992,user992@example.com,2025-12-09,Small,,Canada
U00993,user993@example.com,2026-05-06,Medium,free,USA
U00994,user994@example.com,2025-07-17,SMALL,Enterprise,India
U00995,user995@example.com,2026-04-12,,Enterprise,U.S.A
U00996,user996@example.com,2025-09-07,SMALL,Pro,Australia
U00997,user997@example.com,2025-09-21,Startup,Pro,India
U00998,user998@example.com,2025-11-17,SMALL,,Canada
U00999,user999@example.com,2026-03-19,,Free,Canada
U01000,user1000@example.com,2025-10-03,SMALL,free,USA
U00508,user508@example.com,2026-01-18,Medium,free,U.S.A
U00819,user819@example.com,2026-03-30,Small,free,India
U00453,user453@example.com,2026-01-27,,PRO,USA
U00369,user369@example.com,2025-05-01,Startup,Enterprise,Canada
U00243,user243@example.com,2026-03-09,Enterprise,free,USA
U00930,user930@example.com,2025-12-27, startup,,Canada
U00263,user263@example.com,2026-04-11,SMALL,free,USA
U00811,user811@example.com,2025-12-05,Small,Free,India
U00319,user319@example.com,2025-01-10,Startup,Enterprise,india 
U00050,user50@example.com,2025-02-18,Enterprise,Enterprise,india 
U00447,user447@example.com,2025-10-26,Startup,Enterprise,U.S.A
U00143,user143@example.com,2026-01-22,Small,Pro,India
U00969,user969@example.com,2025-04-13,,Pro,Germany
U00346,user346@example.com,2025-05-26,,,UK
U00972,user972@example.com,2025-02-22,SMALL,,Canada
U00134,user134@example.com,2025-09-07,Enterprise,free,India
U00105,user105@example.com,2025-12-08,Enterprise,,Germany
U00007,user7@example.com,2025-12-24,Medium,Pro,Canada
U00601,user601@example.com,2025-05-18,Startup,Pro,india 
U00497,user497@example.com,2025-01-08,,Enterprise,Canada
